
# TYPE process_cpu_time_seconds_total counter
# UNIT process_cpu_time_seconds_total seconds
# HELP process_cpu_time_seconds_total Total CPU seconds broken down by different states.
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/{samoClaimId}/partners",network_protocol_version="1.0",url_scheme="http"} 8.323918000000003 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="200",http_route="api/Claim/{samoClaimId}/partners",network_protocol_version="1.0",url_scheme="http"} 71 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.025"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.05"} 26 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.075"} 31 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.1"} 40 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.25"} 58 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.5"} 63 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="0.75"} 64 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="1"} 64 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="2.5"} 64 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="5"} 64 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="7.5"} 64 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="10"} 64 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 64 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http"} 6.9727609999999975 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/samo-topics",network_protocol_version="1.0",url_scheme="http"} 64 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.005"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.01"} 17 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.025"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.05"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.075"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.1"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.25"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.5"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="0.75"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="1"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="2.5"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="5"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="7.5"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="10"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 18 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http"} 0.12728509999999998 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="404",http_route="api/Messages/SetWaitingTopicStatus",network_protocol_version="1.0",url_scheme="http"} 18 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.05"} 8 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.075"} 13 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.1"} 15 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.25"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.5"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="0.75"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="1"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="2.5"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="5"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="7.5"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="10"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 16 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http"} 0.9333005 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/incoming",network_protocol_version="1.0",url_scheme="http"} 16 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.05"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.075"} 5 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.1"} 42 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.25"} 84 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.5"} 88 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="0.75"} 88 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="1"} 88 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="2.5"} 88 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="5"} 88 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="7.5"} 88 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="10"} 88 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 88 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http"} 9.918730599999998 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="POST",http_response_status_code="200",http_route="api/v2/events/confirmed_hotel_received",network_protocol_version="1.0",url_scheme="http"} 88 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.05"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.075"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.1"} 1 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.25"} 2 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.5"} 4 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="0.75"} 5 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="1"} 7 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="2.5"} 10 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="5"} 10 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="7.5"} 10 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="10"} 10 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 14 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http"} 246.98795739999994 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="499",http_route="api/Messages/GetUnreadMessages",network_protocol_version="1.0",url_scheme="http"} 14 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.005"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.01"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.025"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.05"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.075"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.1"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.25"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="0.75"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="1"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="2.5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="7.5"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="10"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http",le="+Inf"} 3 1786132820020
http_server_request_duration_seconds_sum{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http"} 0.0058118 1786132820020
http_server_request_duration_seconds_count{otel_scope_name="Microsoft.AspNetCore.Hosting",http_request_method="GET",http_response_status_code="401",http_route="api/Claim/Minimizations",network_protocol_version="1.0",url_scheme="http"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.005"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.01"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.025"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.05"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.075"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.1"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.25"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.5"} 0 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="0.75"} 3 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="1"} 4 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="2.5"} 4 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="5"} 4 1786132820020
http_server_request_duration_seconds_bucket{otel_scope_name="Microsoft.AspNetCore.Hosting",error_type="Microsoft.Data.SqlClient.SqlException",http_request_method="POST",http_response_status_code="500",http_route="api/v2/in-email-messages",network_protocol_version="1.0",url_scheme="http",le="7.5"} 4 1786132820020
